Year,Month,Day,hour,DBT,DP,RH,GHR,DNR,DHR
1999,9,22,9,30.3,26,78,371,190,260
1999,9,22,10,31.6,24.5,66,548,275,339
1999,9,22,11,33.1,22.5,54,683,338,382
1999,9,22,12,34.5,22.6,50,740,342,412
1999,9,22,13,35,23,50,754,364,405
1999,9,22,14,33.1,24.3,60,754,467,334
1999,9,22,15,32.7,25,64,674,534,261
1999,9,22,16,32,24.3,64,519,553,190
1999,9,22,17,31,23.7,65,286,396,136
1999,9,22,18,29.9,25.7,78,74,166,51
1999,9,22,19,28.9,26.1,85,0,0,0
1999,9,22,20,28.7,25.9,85,0,0,0
1999,9,22,21,28.5,25.7,85,0,0,0
1999,9,22,22,28.4,25.8,86,0,0,0
1999,9,22,23,28.3,25.7,86,0,0,0
1999,9,22,24,28,26,89,0,0,0
1999,9,23,1,28,26,89,0,0,0
1999,9,23,2,27.9,25.9,89,0,0,0
1999,9,23,3,27.5,25.5,89,0,0,0
1999,9,23,4,27.4,25.4,89,0,0,0
1999,9,23,5,27.2,25.2,89,0,0,0
1999,9,23,6,27.1,25.1,89,0,0,0
1999,9,23,7,27.4,25.4,89,71,215,44
1999,9,23,8,29,25.6,82,276,408,128
1999,9,23,9,30.7,24.8,71,511,566,181
1999,9,23,10,32,26.8,74,685,586,238
1999,9,23,11,33,23.6,58,863,719,223
1999,9,23,12,34,22.1,50,950,764,218
1999,9,23,13,33.9,22.3,51,1042,945,136
1999,9,23,14,33.4,23.4,56,920,832,175
1999,9,23,15,32.7,23.4,58,732,682,205
1999,9,23,16,31.6,24.2,65,539,621,170
1999,9,23,17,31,24.2,67,311,513,117
1999,9,23,18,29.6,24.3,73,85,270,48
1999,9,23,19,28.9,24.9,79,0,0,0
1999,9,23,20,28.5,25.1,82,0,0,0
1999,9,23,21,28.1,25.2,84,0,0,0
1999,9,23,22,28.1,25.4,85,0,0,0
1999,9,23,23,28,25.4,86,0,0,0
1999,9,23,24,27.8,25.4,87,0,0,0
1999,9,24,1,27.7,25.3,87,0,0,0
1999,9,24,2,27.5,25.2,87,0,0,0
1999,9,24,3,27,25,89,0,0,0
1999,9,24,4,26.5,24.5,89,0,0,0
1999,9,24,5,26.5,24.5,89,0,0,0
1999,9,24,6,26.5,24.5,89,0,0,0
1999,9,24,7,27,25,89,65,161,45
1999,9,24,8,28.6,25.8,85,249,297,141
1999,9,24,9,30.2,24.8,73,430,329,238
1999,9,24,10,32,24.9,66,607,400,302
1999,9,24,11,32.4,25.2,66,722,417,352
1999,9,24,12,33.2,25.2,63,847,553,319
1999,9,24,13,33.1,25.1,63,872,602,296
1999,9,24,14,33.4,25.1,62,804,583,284
1999,9,24,15,33.1,24.6,61,670,536,259
1999,9,24,16,32.6,24.1,61,512,544,190
1999,9,24,17,31.8,24.9,67,277,375,136
1999,9,24,18,31,25.8,74,77,210,48
1999,9,24,19,29.2,26,83,0,0,0
1999,9,24,20,28.6,25.4,83,0,0,0
1999,9,24,21,28.1,25.5,86,0,0,0
1999,9,24,22,28,25.4,86,0,0,0
1999,9,24,23,28,25.4,86,0,0,0
1999,9,24,24,27.6,25.3,87,0,0,0
1999,9,25,1,27.6,25.3,87,0,0,0
1999,9,25,2,27.1,24.8,87,0,0,0
1999,9,25,3,26.8,25.2,91,0,0,0
1999,9,25,4,26.7,25.1,91,0,0,0
1999,9,25,5,26.6,25,91,0,0,0
1999,9,25,6,26.5,24.9,91,0,0,0
1999,9,25,7,27.1,25.5,91,69,200,45
1999,9,25,8,28.6,25.6,84,272,390,130
1999,9,25,9,30,25.3,76,499,529,191
1999,9,25,10,31.4,25.3,70,729,700,196
1999,9,25,11,33,24.2,60,919,845,168
1999,9,25,12,33.4,23.7,57,963,796,203
1999,9,25,13,33.2,24.4,60,876,612,291
1999,9,25,14,33,24.2,60,752,472,330
1999,9,25,15,32.5,23.7,60,557,285,338
1999,9,25,16,32,22.7,58,338,124,265
1999,9,25,17,31.4,21,54,244,258,149
1999,9,25,18,29.8,22,63,66,143,47
1999,9,25,19,29.2,23.9,73,0,0,0
1999,9,25,20,28.9,23.6,73,0,0,0
1999,9,25,21,28.8,24.2,76,0,0,0
1999,9,25,22,28.5,24.9,81,0,0,0
1999,9,25,23,28.5,25.5,84,0,0,0
1999,9,25,24,28.1,25.5,86,0,0,0
1999,9,26,1,28,25.8,88,0,0,0
1999,9,26,2,27.5,24.2,82,0,0,0
1999,9,26,3,27,23.9,83,0,0,0
1999,9,26,4,27,24.3,85,0,0,0
1999,9,26,5,26.8,24.5,87,0,0,0
1999,9,26,6,26.5,24.5,89,0,0,0
1999,9,26,7,26.9,24.6,87,66,171,45
1999,9,26,8,28.6,24.2,77,281,430,125
1999,9,26,9,30.4,23.1,65,520,596,173
1999,9,26,10,32.1,21.6,54,768,800,160
1999,9,26,11,33.7,20.8,47,927,864,161
1999,9,26,12,34.6,21.6,47,990,853,177
1999,9,26,13,34.3,21.7,48,1013,898,157
1999,9,26,14,33.6,22.7,53,887,772,201
1999,9,26,15,32.6,23.3,58,728,689,202
1999,9,26,16,31.8,23.1,60,516,571,182
1999,9,26,17,30.8,22.9,63,280,406,130
1999,9,26,18,29.6,24.9,76,65,146,46
1999,9,26,19,29.1,24.7,77,0,0,0
1999,9,26,20,29.1,25.5,81,0,0,0
1999,9,26,21,28.8,25.4,82,0,0,0
1999,9,26,22,28.8,25.6,83,0,0,0
1999,9,26,23,28.8,25.4,82,0,0,0
1999,9,26,24,28.6,25.2,82,0,0,0
1999,9,27,1,28.6,25.2,82,0,0,0
1999,9,27,2,28.6,25.4,83,0,0,0
1999,9,27,3,28.3,25.1,83,0,0,0
1999,9,27,4,27.7,22.9,75,0,0,0
1999,9,27,5,27.1,22.5,76,0,0,0
1999,9,27,6,26.6,22.2,77,0,0,0
1999,9,27,7,27,22.6,77,77,275,43
1999,9,27,8,28.1,23.3,75,302,530,110
1999,9,27,9,29.4,22.6,67,546,681,151
1999,9,27,10,31.4,22.1,58,728,700,197
1999,9,27,11,32.5,21,51,879,761,205
1999,9,27,12,33.6,21.1,48,944,761,220
1999,9,27,13,33.4,20.9,48,765,395,389
1999,9,27,14,33,21.8,52,610,216,419
1999,9,27,15,33.5,22,51,639,473,279
1999,9,27,16,32.1,21,52,527,611,170
1999,9,27,17,31.3,21.8,57,311,562,106
1999,9,27,18,29.9,23.8,70,59,113,45
1999,9,27,19,29.3,24.2,74,0,0,0
1999,9,27,20,29.3,25.1,78,0,0,0
1999,9,27,21,29,25,79,0,0,0
1999,9,27,22,28.9,25.5,82,0,0,0
1999,9,27,23,28.9,25.7,83,0,0,0
1999,9,27,24,28.9,25.7,83,0,0,0
1999,9,28,1,27,23.9,83,0,0,0
1999,9,28,2,23.9,22.5,92,0,0,0
1999,9,28,3,23.7,22.3,92,0,0,0
1999,9,28,4,23.5,22.1,92,0,0,0
1999,9,28,5,23.3,21.6,90,0,0,0
1999,9,28,6,23.6,22,91,0,0,0
1999,9,28,7,23.6,22.2,92,25,9,24
1999,9,28,8,23.9,22.5,92,216,183,149
1999,9,28,9,24.2,23.4,95,465,428,216
1999,9,28,10,24.4,23.6,95,695,618,226
1999,9,28,11,24.9,24,95,816,623,264
1999,9,28,12,25,24,94,871,612,290
1999,9,28,13,25.2,24.2,94,682,253,442
1999,9,28,14,25.4,24.2,93,810,611,270
1999,9,28,15,25.3,24.1,93,665,542,254
1999,9,28,16,25.4,24.2,93,350,152,261
1999,9,28,17,25.4,24,92,254,318,139
1999,9,28,18,25.5,23.9,91,34,22,32
1999,9,28,19,25,23.4,91,0,0,0
1999,9,28,20,24.9,23.3,91,0,0,0
1999,9,28,21,24.5,23.1,92,0,0,0
1999,9,28,22,24.5,23.1,92,0,0,0
1999,9,28,23,24.5,23.1,92,0,0,0
1999,9,28,24,24.2,23,93,0,0,0
1999,9,29,1,24.2,23,93,0,0,0
1999,9,29,2,24.1,22.9,93,0,0,0
1999,9,29,3,23.9,22.7,93,0,0,0
1999,9,29,4,23.9,22.7,93,0,0,0
1999,9,29,5,23.9,22.7,93,0,0,0
1999,9,29,6,24,22.8,93,0,0,0
1999,9,29,7,24.5,23.3,93,68,189,45
1999,9,29,8,25.9,24.7,93,274,400,129
1999,9,29,9,27.5,23.7,80,488,498,199
1999,9,29,10,28.6,23.7,75,677,572,243
1999,9,29,11,29.7,23.9,71,810,613,269
1999,9,29,12,30.9,22.2,60,900,675,260
1999,9,29,13,31.5,22.8,60,912,701,248
1999,9,29,14,31.2,24.3,67,889,791,192
1999,9,29,15,30.1,23.3,67,746,753,177
1999,9,29,16,30.1,23.5,68,542,676,151
1999,9,29,17,29.3,23.5,71,274,412,126
1999,9,29,18,28.3,23,73,68,202,43
1999,9,29,19,27.7,23.5,78,0,0,0
1999,9,29,20,27.5,24.2,82,0,0,0
1999,9,29,21,27.4,24.3,83,0,0,0
1999,9,29,22,27.4,24.3,83,0,0,0
1999,9,29,23,27.1,24,83,0,0,0
1999,9,29,24,27,24.3,85,0,0,0
1999,9,30,1,26.8,23.9,84,0,0,0
1999,9,30,2,26.8,24.7,88,0,0,0
1999,9,30,3,25.1,23.5,91,0,0,0
1999,9,30,4,25.3,23.7,91,0,0,0
1999,9,30,5,25.2,23.6,91,0,0,0
1999,9,30,6,25.2,23.6,91,0,0,0
1999,9,30,7,25.6,24,91,37,27,34
1999,9,30,8,26.6,24.8,90,242,271,144
1999,9,30,9,28.1,24.7,82,484,486,202
1999,9,30,10,30,24.6,73,715,672,207
1999,9,30,11,30.6,25,72,846,695,233
1999,9,30,12,31.5,25.6,71,934,749,225
1999,9,30,13,31.7,25.8,71,761,394,388
1999,9,30,14,31.6,25.2,69,766,521,308
1999,9,30,15,31.3,24.7,68,713,675,205
1999,9,30,16,31,23.4,64,515,598,171
1999,9,30,17,30.2,24.8,73,267,391,128
1999,9,30,18,29.1,25.5,81,58,133,42
1999,9,30,19,28.4,25.4,84,0,0,0
1999,9,30,20,28,25.6,87,0,0,0
1999,9,30,21,28,25.6,87,0,0,0
1999,9,30,22,27.9,25.2,85,0,0,0
1999,9,30,23,27.8,24.2,81,0,0,0
1999,9,30,24,27.4,25.2,88,0,0,0
1994,10,1,1,27.5,25.1,87,0,0,0
1994,10,1,2,27.5,24.9,86,0,0,0
1994,10,1,3,27.1,25.3,90,0,0,0
1994,10,1,4,26.7,24,85,0,0,0
1994,10,1,5,26.7,24.2,86,0,0,0
1994,10,1,6,26.3,24.9,92,0,0,0
1994,10,1,7,26.6,23.7,84,38,29,34
1994,10,1,8,27.3,24.4,84,168,72,142
1994,10,1,9,28.8,27,90,299,79,253
1994,10,1,10,30.1,24,70,478,160,357
1994,10,1,11,31.1,23.2,63,607,216,417
1994,10,1,12,31.6,20.2,51,724,328,414
1994,10,1,13,31.1,21.6,57,706,298,425
1994,10,1,14,30.1,23,66,620,240,409
1994,10,1,15,29.6,25.1,77,477,164,354
1994,10,1,16,28.1,24.1,79,281,65,245
1994,10,1,17,28.6,24.6,79,140,40,126
1994,10,1,18,28.6,23.5,74,36,32,32
1994,10,1,19,28.6,23.7,75,0,0,0
1994,10,1,20,28.1,24.5,81,0,0,0
1994,10,1,21,27.6,24.9,85,0,0,0
1994,10,1,22,27.6,25.1,86,0,0,0
1994,10,1,23,27.4,25.1,87,0,0,0
1994,10,1,24,26.8,25.2,91,0,0,0
1994,10,2,1,26.6,25.4,93,0,0,0
1994,10,2,2,26.4,25.2,93,0,0,0
1994,10,2,3,26.1,25.1,94,0,0,0
1994,10,2,4,26.1,25.1,94,0,0,0
1994,10,2,5,25.6,24.6,94,0,0,0
1994,10,2,6,25.6,24.6,94,0,0,0
1994,10,2,7,26.1,24.9,93,58,114,44
1994,10,2,8,28.1,23.7,77,245,286,142
1994,10,2,9,29.3,23.3,70,453,397,223
1994,10,2,10,30.3,22.2,62,608,410,298
1994,10,2,11,30.5,22.1,61,619,236,411
1994,10,2,12,30.8,22.4,61,607,154,462
1994,10,2,13,23.5,22.8,96,538,85,458
1994,10,2,14,24.8,24,95,469,65,412
1994,10,2,15,26.8,25.2,91,382,59,338
1994,10,2,16,27.1,24.2,84,248,37,227
1994,10,2,17,26.8,24.1,85,123,25,115
1994,10,2,18,26.8,24.7,88,28,16,26
1994,10,2,19,26.4,24.3,88,0,0,0
1994,10,2,20,25.9,24.3,91,0,0,0
1994,10,2,21,25.8,24.2,91,0,0,0
1994,10,2,22,25.8,24.4,92,0,0,0
1994,10,2,23,25.5,23.9,91,0,0,0
1994,10,2,24,25.3,23.7,91,0,0,0
1994,10,3,1,25.3,23.9,92,0,0,0
1994,10,3,2,25.3,23.9,92,0,0,0
1994,10,3,3,25.3,24.1,93,0,0,0
1994,10,3,4,25.1,23.9,93,0,0,0
1994,10,3,5,24.8,23.4,92,0,0,0
1994,10,3,6,24.8,23.6,93,0,0,0
1994,10,3,7,24.8,23.6,93,51,77,42
1994,10,3,8,25.8,24.2,91,187,110,147
1994,10,3,9,28,24.6,82,314,98,257
1994,10,3,10,29,23.7,73,401,71,347
1994,10,3,11,30.5,22.7,63,522,109,426
1994,10,3,12,31,22.9,62,595,142,462
1994,10,3,13,31.5,23.1,61,594,142,461
1994,10,3,14,30.5,23.7,67,530,122,424
1994,10,3,15,29.5,25.1,77,408,84,346
1994,10,3,16,29,24.8,78,228,26,213
1994,10,3,17,25.5,22.8,85,103,13,98
1994,10,3,18,25.5,23.6,89,18,5,17
1994,10,3,19,25.3,23.2,88,0,0,0
1994,10,3,20,25.6,23.8,90,0,0,0
1994,10,3,21,25.5,23.9,91,0,0,0
1994,10,3,22,25.5,24.3,93,0,0,0
1994,10,3,23,25.5,24.3,93,0,0,0
1994,10,3,24,24.8,23.6,93,0,0,0
1994,10,4,1,24.8,23.6,93,0,0,0
1994,10,4,2,24.5,23.5,94,0,0,0
1994,10,4,3,24.6,23.6,94,0,0,0
1994,10,4,4,24.5,23.5,94,0,0,0
1994,10,4,5,24.5,23.3,93,0,0,0
1994,10,4,6,24.5,23.1,92,0,0,0
1994,10,4,7,24.6,23,91,16,3,16
1994,10,4,8,25,23.1,89,92,7,90
1994,10,4,9,25.9,23.6,87,198,12,191
1994,10,4,10,25.9,24,89,291,14,281
1994,10,4,11,25.9,24.1,90,366,16,351
1994,10,4,12,26.4,24.4,89,422,22,401
1994,10,4,13,26.4,23.9,86,426,24,403
1994,10,4,14,27.5,23.5,79,391,25,369
1994,10,4,15,28.2,23.6,76,316,24,299
1994,10,4,16,28.2,23.6,76,209,18,199
1994,10,4,17,27.9,23.9,79,96,11,93
1994,10,4,18,27.4,24.7,85,16,4,16
1994,10,4,19,26.9,24.9,89,0,0,0
1994,10,4,20,26.8,24.8,89,0,0,0
1994,10,4,21,26.9,24.8,88,0,0,0
1994,10,4,22,25.9,24.3,91,0,0,0
1994,10,4,23,26,24.4,91,0,0,0
1994,10,4,24,25.9,24.3,91,0,0,0
1994,10,5,1,25.8,24.4,92,0,0,0
1994,10,5,2,25.4,24,92,0,0,0
1994,10,5,3,25,23.6,92,0,0,0
1994,10,5,4,24.9,23.5,92,0,0,0
1994,10,5,5,24.9,23.5,92,0,0,0
1994,10,5,6,24.9,23.5,92,0,0,0
1994,10,5,7,24.9,23.5,92,16,3,16
1994,10,5,8,25.3,23.7,91,91,7,88
1994,10,5,9,26,23.5,86,204,14,196
1994,10,5,10,28.5,23.2,73,405,76,348
1994,10,5,11,29.6,21,60,536,126,426
1994,10,5,12,31.5,21.7,56,604,154,460
1994,10,5,13,32,20.3,50,632,192,452
1994,10,5,14,32.2,20.1,49,572,178,418
1994,10,5,15,32.4,20.6,50,465,157,349
1994,10,5,16,32.3,19.9,48,381,245,244
1994,10,5,17,31.5,23.3,62,186,134,140
1994,10,5,18,29,23,70,44,85,35
1994,10,5,19,27.6,23.6,79,0,0,0
1994,10,5,20,28,25.3,85,0,0,0
1994,10,5,21,28,25.8,88,0,0,0
1994,10,5,22,28.5,26.3,88,0,0,0
1994,10,5,23,28.5,26.1,87,0,0,0
1994,10,5,24,27.6,25.4,88,0,0,0
1994,10,6,1,27.6,25.3,87,0,0,0
1994,10,6,2,27.5,25.3,88,0,0,0
1994,10,6,3,27.3,25.1,88,0,0,0
1994,10,6,4,27.3,24.6,85,0,0,0
1994,10,6,5,26.5,24.2,87,0,0,0
1994,10,6,6,26,23.9,88,0,0,0
1994,10,6,7,26.5,24,86,67,183,44
1994,10,6,8,27.6,22.3,73,269,389,130
1994,10,6,9,29.6,22.3,65,506,565,181
1994,10,6,10,30.6,21.9,60,686,609,229
1994,10,6,11,31.1,22.1,59,747,488,321
1994,10,6,12,32.2,22.3,56,704,302,421
1994,10,6,13,33.2,22.3,53,620,179,454
1994,10,6,14,33.1,21.9,52,561,165,418
1994,10,6,15,33.1,21.9,52,460,152,348
1994,10,6,16,31.1,24.3,67,349,179,250
1994,10,6,17,31.1,24.7,69,179,122,138
1994,10,6,18,29.1,24.9,78,40,69,33
1994,10,6,19,28.6,24.4,78,0,0,0
1994,10,6,20,28.1,26.3,90,0,0,0
1994,10,6,21,28.1,26.3,90,0,0,0
1994,10,6,22,28.1,26.3,90,0,0,0
1994,10,6,23,27.9,26.1,90,0,0,0
1994,10,6,24,27.6,26.2,92,0,0,0
1994,10,7,1,27.6,26.2,92,0,0,0
1994,10,7,2,27.6,26.2,92,0,0,0
1994,10,7,3,27.1,26.4,96,0,0,0
1994,10,7,4,26.6,25.4,93,0,0,0
1994,10,7,5,26.4,25.2,93,0,0,0
1994,10,7,6,25.9,24.9,94,0,0,0
1994,10,7,7,25.6,24.4,93,67,186,44
1994,10,7,8,27.6,24,81,268,386,130
1994,10,7,9,29.6,23.8,71,490,519,193
1994,10,7,10,30.9,23.6,65,686,613,227
1994,10,7,11,32.6,23.3,58,851,723,220
1994,10,7,12,33.3,23,55,953,812,196
1994,10,7,13,34.1,23.2,53,956,824,189
1994,10,7,14,34.2,22.9,52,877,803,185
1994,10,7,15,32.8,23.2,57,720,738,178
1994,10,7,16,32.3,23.3,59,514,654,151
1994,10,7,17,30.8,23.7,66,276,511,104
1994,10,7,18,29.2,24.1,74,68,372,30
1994,10,7,19,28.3,24.1,78,0,0,0
1994,10,7,20,28.2,24,78,0,0,0
1994,10,7,21,27.8,24,80,0,0,0
1994,10,7,22,27.8,24.5,82,0,0,0
1994,10,7,23,27.8,25.1,85,0,0,0
1994,10,7,24,27.7,25.5,88,0,0,0
1994,10,8,1,27.6,25.8,90,0,0,0
1994,10,8,2,27.3,25.9,92,0,0,0
1994,10,8,3,26.8,25.8,94,0,0,0
1994,10,8,4,26.6,25.6,94,0,0,0
1994,10,8,5,26.3,25.3,94,0,0,0
1994,10,8,6,26,24.1,89,0,0,0
1994,10,8,7,26.2,23.9,87,69,205,44
1994,10,8,8,28.3,23.9,77,260,354,134
1994,10,8,9,30,23.7,69,476,476,203
1994,10,8,10,31.1,23.5,64,637,491,270
1994,10,8,11,32.5,23.2,58,790,588,278
1994,10,8,12,32.9,23,56,881,661,265
1994,10,8,13,32.9,23.3,57,918,749,223
1994,10,8,14,32.9,23.3,57,841,727,216
1994,10,8,15,32.7,23.4,58,690,666,203
1994,10,8,16,32,23.3,60,490,582,169
1994,10,8,17,30.2,23.4,67,246,376,120
1994,10,8,18,28.6,23.5,74,59,268,32
1994,10,8,19,28.1,23.9,78,0,0,0
1994,10,8,20,27.9,23.9,79,0,0,0
1994,10,8,21,27.6,24.3,82,0,0,0
1994,10,8,22,27.5,24.4,83,0,0,0
1994,10,8,23,27.3,24.6,85,0,0,0
1994,10,8,24,26.9,24.6,87,0,0,0
1994,10,9,1,26.6,24.6,89,0,0,0
1994,10,9,2,26.2,24.6,91,0,0,0
1994,10,9,3,26,24.4,91,0,0,0
1994,10,9,4,25.9,24.5,92,0,0,0
1994,10,9,5,25.8,24.6,93,0,0,0
1994,10,9,6,25.6,24.6,94,0,0,0
1994,10,9,7,26.1,24.5,91,66,184,44
1994,10,9,8,28,24.2,80,255,333,136
1994,10,9,9,29.1,24,74,442,377,226
1994,10,9,10,30.4,23.6,67,630,476,275
1994,10,9,11,31.5,23.3,62,781,571,285
1994,10,9,12,33,23.1,56,875,652,269
1994,10,9,13,33,23.1,56,914,744,225
1994,10,9,14,33.1,22.8,55,864,783,192
1994,10,9,15,32.7,22.8,56,733,785,161
1994,10,9,16,31.8,22.8,59,521,694,140
1994,10,9,17,30.4,23.1,65,276,537,99
1994,10,9,18,28.9,23.1,71,67,411,27
1994,10,9,19,28.3,23.2,74,0,0,0
1994,10,9,20,28.1,23.7,77,0,0,0
1994,10,9,21,27.9,23.9,79,0,0,0
1994,10,9,22,27.7,24.1,81,0,0,0
1994,10,9,23,27.5,24.4,83,0,0,0
1994,10,9,24,27.2,24.7,86,0,0,0
1994,10,10,1,27,24.9,88,0,0,0
1994,10,10,2,26.6,24.8,90,0,0,0
1994,10,10,3,26.5,25.1,92,0,0,0
1994,10,10,4,26.1,25.1,94,0,0,0
1994,10,10,5,26.1,25.1,94,0,0,0
1994,10,10,6,26.1,25.1,94,0,0,0
1994,10,10,7,26.4,24.8,91,57,116,43
1994,10,10,8,28.4,24.4,79,240,276,142
1994,10,10,9,29.8,23.7,70,472,467,205
1994,10,10,10,31.3,23.4,63,667,572,241
1994,10,10,11,32.7,23.1,57,826,676,240
1994,10,10,12,33,23.1,56,916,743,227
1994,10,10,13,31.7,23.3,61,868,648,269
1994,10,10,14,32.4,23.4,59,794,630,256
1994,10,10,15,32.3,23.5,60,649,569,235
1994,10,10,16,31.7,23.3,61,455,484,191
1994,10,10,17,30.2,23.4,67,239,367,119
1994,10,10,18,29.8,23.3,68,56,274,30
1994,10,10,19,28.3,23.7,76,0,0,0
1994,10,10,20,28.2,24,78,0,0,0
1994,10,10,21,27.9,24.8,83,0,0,0
1994,10,10,22,27.8,25.1,85,0,0,0
1994,10,10,23,27.5,25,86,0,0,0
1994,10,10,24,27.3,24.8,86,0,0,0
1994,10,11,1,26.8,24.7,88,0,0,0
1994,10,11,2,26.6,24.8,90,0,0,0
1994,10,11,3,26.3,24.9,92,0,0,0
1994,10,11,4,26.2,24.8,92,0,0,0
1994,10,11,5,26,24.8,93,0,0,0
1994,10,11,6,25.8,24.8,94,0,0,0
1994,10,11,7,26.7,24.7,89,62,156,44
1994,10,11,8,28.8,24.8,79,253,330,136
1994,10,11,9,30.7,24.8,71,466,452,208
1994,10,11,10,31.8,24.7,66,625,468,277
1994,10,11,11,33.6,24.2,58,780,576,283
1994,10,11,12,32.2,23.7,61,867,641,273
1994,10,11,13,33.2,22.9,55,883,685,252
1994,10,11,14,33.4,22.5,53,810,671,238
1994,10,11,15,30,21.9,62,649,576,232
1994,10,11,16,32,21.8,55,469,536,178
1994,10,11,17,30.3,22.5,63,243,394,115
1994,10,11,18,28.9,23.1,71,48,310,22
1994,10,11,19,28.7,24.1,76,0,0,0
1994,10,11,20,28.3,24.5,80,0,0,0
1994,10,11,21,28.2,25.2,84,0,0,0
1994,10,11,22,27.9,25.5,87,0,0,0
1994,10,11,23,27.9,25.5,87,0,0,0
1994,10,11,24,27.6,25.4,88,0,0,0
1994,10,12,1,27.1,25.1,89,0,0,0
1994,10,12,2,26.7,25.1,91,0,0,0
1994,10,12,3,25.7,25,96,0,0,0
1994,10,12,4,25.2,24.5,96,0,0,0
1994,10,12,5,24.6,23.6,94,0,0,0
1994,10,12,6,24.7,22.8,89,0,0,0
1994,10,12,7,24.7,22.8,89,62,159,43
1994,10,12,8,26.8,22.9,79,238,273,141
1994,10,12,9,28.8,23,71,441,383,224
1994,10,12,10,30.3,23,65,582,371,307
1994,10,12,11,32.3,23,58,726,460,329
1994,10,12,12,32,23,59,817,540,319
1994,10,12,13,32.6,23,57,817,549,313
1994,10,12,14,33,23.1,56,745,528,297
1994,10,12,15,33.3,23,55,607,476,265
1994,10,12,16,32,23,59,456,502,185
1994,10,12,17,30.8,22.9,63,238,382,115
1994,10,12,18,29.4,23.1,69,45,276,22
1994,10,12,19,28.8,23.7,74,0,0,0
1994,10,12,20,28.5,24.1,77,0,0,0
1994,10,12,21,28.4,24.6,80,0,0,0
1994,10,12,22,28.3,24.9,82,0,0,0
1994,10,12,23,28.2,24.8,82,0,0,0
1994,10,12,24,27.8,24.9,84,0,0,0
1994,10,13,1,26.6,24.8,90,0,0,0
1994,10,13,2,27.3,24.8,86,0,0,0
1994,10,13,3,26.9,24.8,88,0,0,0
1994,10,13,4,26.7,24.4,87,0,0,0
1994,10,13,5,26.3,24,87,0,0,0
1994,10,13,6,26.2,23.5,85,0,0,0
1994,10,13,7,26.6,23.3,82,65,182,43
1994,10,13,8,28.7,23.4,73,260,363,131
1994,10,13,9,30.4,23.3,66,476,490,198
1994,10,13,10,31.7,23,60,671,589,235
1994,10,13,11,32.9,23,56,825,683,236
1994,10,13,12,33.6,23,54,917,757,220
1994,10,13,13,34.5,23.5,53,913,759,218
1994,10,13,14,34.2,23.9,55,828,722,216
1994,10,13,15,33.2,24.4,60,672,650,206
1994,10,13,16,32.7,24.5,62,475,574,167
1994,10,13,17,30.9,24.8,70,244,421,110
1994,10,13,18,29,24.6,77,44,292,20
1994,10,13,19,28.8,24.6,78,0,0,0
1994,10,13,20,28.7,24.7,79,0,0,0
1994,10,13,21,28.7,24.7,79,0,0,0
1994,10,13,22,28.7,24.9,80,0,0,0
1994,10,13,23,28.3,24.9,82,0,0,0
1994,10,13,24,27.6,25.1,86,0,0,0
1994,10,14,1,27.7,25,85,0,0,0
1994,10,14,2,27.6,24.7,84,0,0,0
1994,10,14,3,27.2,24.5,85,0,0,0
1994,10,14,4,27,24.3,85,0,0,0
1994,10,14,5,26.7,24.4,87,0,0,0
1994,10,14,6,26.5,24.4,88,0,0,0
1994,10,14,7,27.2,23.9,82,59,139,43
1994,10,14,8,28.6,23.5,74,245,304,138
1994,10,14,9,30.1,23.3,67,475,487,199
1994,10,14,10,31.6,23.2,61,669,587,235
1994,10,14,11,32.5,23.2,58,816,666,243
1994,10,14,12,33.5,23.2,55,909,744,225
1994,10,14,13,32.8,23.4,58,904,743,225
1994,10,14,14,33,23.6,58,819,707,222
1994,10,14,15,32.7,23.6,59,672,655,203
1994,10,14,16,31.2,23.8,65,441,470,190
1994,10,14,17,25.9,24,89,213,284,123
1994,10,14,18,26.2,24.2,89,36,186,22
1994,10,14,19,27,24.9,88,0,0,0
1994,10,14,20,27,25.2,90,0,0,0
1994,10,14,21,27.2,25.8,92,0,0,0
1994,10,14,22,27.9,25.5,87,0,0,0
1994,10,14,23,25.6,24.9,96,0,0,0
1994,10,14,24,25.2,24.3,95,0,0,0
1994,10,15,1,25.2,24,93,0,0,0
1994,10,15,2,25.2,24,93,0,0,0
1994,10,15,3,25,23.8,93,0,0,0
1994,10,15,4,24.8,23.8,94,0,0,0
1994,10,15,5,24.7,23.7,94,0,0,0
1994,10,15,6,24,23.5,97,0,0,0
1994,10,15,7,24.7,23.3,92,40,41,36
1994,10,15,8,26.1,23.2,84,213,190,146
1994,10,15,9,28.7,22.9,71,438,381,223
1994,10,15,10,29.9,22.9,66,622,473,273
1994,10,15,11,31.3,22.9,61,766,557,289
1994,10,15,12,31.8,22.8,59,864,650,268
1994,10,15,13,31.9,23.2,60,803,530,320
1994,10,15,14,32.2,23.7,61,665,369,355
1994,10,15,15,31.5,24.1,65,478,206,331
1994,10,15,16,31.4,24.3,66,277,85,232
1994,10,15,17,30.7,24.4,69,131,52,115
1994,10,15,18,29.6,24.5,74,14,12,13
1994,10,15,19,29,24.6,77,0,0,0
1994,10,15,20,28.3,24.3,79,0,0,0
1994,10,15,21,27.8,24.2,81,0,0,0
1994,10,15,22,27.3,24,82,0,0,0
1994,10,15,23,26.4,23.7,85,0,0,0
1994,10,15,24,25.8,23.3,86,0,0,0
1994,10,16,1,25.4,22.9,86,0,0,0
